nama pengguna,produk,review,rating,waktu transaksi
freddywijanarko,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-24 17:26
ariwijono,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-24 11:19
lutfiyudhaf,Aksesoris (Charger & Earphone),,5,2022-11-23 19:00
tedy_15,Aksesoris (Charger & Earphone),,5,2022-11-23 17:34
auliaradita,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"mulus banget,fungsi normal semua admin ramah bgt walaupun Aku cerewet:(( makasih BANYAK KAAAAAAA SUKA BGT PENGIRIMAN JUGA CEPET",5,2022-11-23 16:34
s*****_,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:puas
Sepadan dengan Harga:mantap

Produk sesuai dengan deskripsi. Thnks kk . Bakal langganan ditoko ini inshaallah :)",5,2022-11-23 15:35
andhikasuryab,iPhone Unit Sale,"Fitur Terbaik:Kondisi barang sesuai pada saat Virtual Quality Control, body unit mulus sekali

Sesuai ekspektasi, harga dan barang memuaskan, admin shopee juga ramah dan sabar menanggapi customer yg bertanya, pengiriman agak lama karena ada kendala tapi bisa dimaklumi 👍👍",5,2022-11-22 14:46
andhikasuryab,Aksesoris (Charger & Earphone),"Barang bagus, tidak ada lecet, mantap pokoknya 👍👍",5,2022-11-22 14:46
uswatunkh026,tempered glass for iphone,"Sepadan dengan Harga:sedikit mahal

Packingan e rapi 
Seller baik",5,2022-11-22 05:41
rskyns,Aksesoris (Charger & Earphone),,5,2022-11-21 16:52
siagian223,iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:mantaappp di kasih BH 100%
Sepadan dengan Harga:ya

Pokok nya gak nyesel belik disini semoga awett",5,2022-11-21 16:08
cacagembul,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Dari awal pembelian offline sampe online ttp terbaek ❤️",5,2022-11-21 15:30
ekobambung5758,iPhone 11 Pro 64GB/256GB Bekas Second Original,,5,2022-11-20 18:19
yulisusanto97,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Ok,5,2022-11-19 16:41
rinabayyy,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-19 06:13
devianarista,iPhone XS Max 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-18 15:47
kanibal.hp,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-18 09:10
goldstar26,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-17 18:41
h*****a,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-17 16:26
d*****e,Leather Case Silicone For Apple IPhone Original,,5,2022-11-16 23:12
a*****a,SPLIT IPHONE SEMARANG,"Masyaallah tabarakallah , ❤️❤️ makasih kakkk , sukses selalu❤️",5,2022-11-16 21:30
g*****6,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-16 17:35
rumaicaca,Aksesoris (Charger & Earphone),,5,2022-11-16 16:01
rioadhia,Split iPhone,,5,2022-11-16 14:52
rioadhia,Leather Case Silicone For Apple IPhone Original,,5,2022-11-16 14:52
deliana_pujiarti,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-16 07:57
ariie1212,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-15 18:21
dutayanuardikusumaputra,Aksesoris (Charger & Earphone),,5,2022-11-15 10:23
michaelilhammmmm,SPLIT IPHONE SEMARANG,,5,2022-11-14 17:51
d*****i,SPLIT IPHONE SEMARANG,,5,2022-11-14 13:59
candrasobawi,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Oke bgt pelayanannya , sempet sold out tp the next day begitu ready lgsg kirim , h+1 nyampe tangan , produk oke BH full 100% 👍",5,2022-11-13 16:19
dianaindirawati,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-13 11:49
n*****f,SPLIT IPHONE SEMARANG,"Janji seller semarang dipacking kayu, teranyata sampe malah cuma bublle wrap. Hal kayak gitu gak di komunikasikan, parah banget kecewa sih soalnha jauh ini sampe ke kalimantan cuma packing receh kek gitu",1,2022-11-12 16:01
ardafebry,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-11 19:45
meilianacitra,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-11 18:46
lutfiyudhaf,Aksesoris (Charger & Earphone),,5,2022-11-11 13:12
nisanuky,iPhone 11 Pro 64GB/256GB Bekas Second Original,,5,2022-11-11 09:36
handypratama009,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-10 18:03
cicikhalifano,Split iPhone,Makasii.. bner2 memuaskan.. BH ny masi 100%😍pelayanan juga ramah banget,5,2022-11-10 11:32
shellyyalfinaa,Aksesoris (Charger & Earphone),,5,2022-11-09 11:44
m*****2,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-08 17:33
dinirahmashop_,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"MENGECEWAKAN!!
Pengiriman sangat lama
Kondisi barang lecet parah, kaca kamera baret
Minta warna merah yg datang warna hitam. Memang penjual sudah konfirmasi tp tidak nunggu balasan konfirmasi dari saya setuju atau tidak ganti warna, tiba-tiba langsung dikirim. Tolong besok lg jd penjual yg amanah. Sangat KECEWA ! Sangat menyesal beli di toko anda",1,2022-11-08 11:51
yuliiyatii,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Bagus sudah semingguan ini nggak ada masalah ko, mulus nggak ada lecet dapet bh 94%",5,2022-11-08 05:44
svcn68,iPhone 11 Pro 64GB/256GB Bekas Second Original,,5,2022-11-07 22:02
s*****n,Iphone 13 Pro 128GB/ 256GB/ 512GB BEKAS ORIGINAL 100% | NORMAL FULLSET,,5,2022-11-07 19:30
a*****1,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-11-06 19:42
bloonk5,Leather Case Silicone For Apple IPhone Original,,5,2022-11-06 13:22
mhina19,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-05 21:09
alwannajib99,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-05 11:19
a*****d,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-11-04 08:42
m*****3,Leather Case Silicone For Apple IPhone Original,"Fitur Terbaik:baik

👍👍",5,2022-10-31 20:50
aditskr,Leather Case Silicone For Apple IPhone Original,,5,2022-10-31 19:39
ulananggraeni,iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan",5,2022-10-31 16:59
zyiolasafitri_,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-31 07:48
atayaliving,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-31 07:33
ellailatulfitria,SPLIT IPHONE SEMARANG,"Fitur Terbaik:barangnya muluss
Sepadan dengan Harga:harga bersaing

Terimakasih seller, pelayanan ramah, dikasi tahu semua menu iphone nya. Yang penting imei terdaftar gak bikin sinyal hilang kaya toko sebelah. Menyesal kenapa dulu gak beli di sini. Sukses terus appelhouse semarang🫰🏻",5,2022-10-30 15:51
widya201099,iPhone 11 Pro 64GB/256GB Bekas Second Original,,5,2022-10-30 15:18
rock.a22,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-30 09:22
r*****7,Leather Case Silicone For Apple IPhone Original,"Fitur Terbaik:good
Sepadan dengan Harga:biasa",5,2022-10-30 07:39
lidya.ali,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-29 11:39
riadewww_,tempered glass for iphone,,5,2022-10-27 19:57
riadewww_,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Awalnya agak takut order hp by online, tp miminnya blg aman pas pengiriman. Barang mulus, dpt bat-health 88, mantul. Thxx miminnya yg sigap bgt ditanyain apapun",5,2022-10-27 19:57
e*****i,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Mulus banget, Batre health masi 97, penjual ramah, pengiriman cepat👍🏻",5,2022-10-27 17:57
a*****a,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Sesuai Ekspetasii. Pelayanannya sangat baik ❤️❤️‍🔥
Makasii Kaa❤️‍🔥",5,2022-10-27 17:48
elfiwny,Charger & Earphone,,5,2022-10-27 16:39
distroops,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-27 15:34
ningrumrantika,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-27 11:03
muhamadrizkirahmathidayat,Split iPhone,,5,2022-10-26 16:07
yolanda.byuti,Leather Case Silicone For Apple IPhone Original,,5,2022-10-26 14:36
m*****f,Split iPhone,,5,2022-10-26 12:31
krsmridha,Charger & Earphone,,5,2022-10-25 21:38
ilhamnurinzani,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-25 19:03
fanhy89amansyah,Leather Case Silicone For Apple IPhone Original,,4,2022-10-25 16:04
,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-25 11:36
b*****j,iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-25 11:07
hwijogjaoriginal,Leather Case Silicone For Apple IPhone Original,,5,2022-10-25 09:28
kokojpa,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Tolong cek barang sebelum penjuaan barang biar sesuwai depkisi,5,2022-10-25 07:33
trinursetiyanti31,Charger & Earphone,Bismillah semoga awet,5,2022-10-24 19:22
wardah22salman,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-24 07:52
wildanhuff,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,original dapet bh 89% semoga awet,5,2022-10-23 16:37
adeespricilia,Leather Case Silicone For Apple IPhone Original,Kualitas barangnya bagus bgtt pelayanan nya juga ramah ga nyesel beli disini hihi❤️👍🏻,5,2022-10-22 23:12
xgothn4,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-22 15:10
lalarahmaaaa,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,,5,2022-10-22 09:30
f*****a,Leather Case Silicone For Apple IPhone Original,,5,2022-10-22 08:42
edis51879,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-22 00:18
i*****9,iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-21 20:49
sindystelaa,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"keempat kalinya beli di appelhouse, masyaallah selalu dikasih unit yang hampir kayakkk baru huhu makasiii minnn",5,2022-10-21 16:09
jll.acchp.cell,iPad Mini 5 64GB WiFi Only Bekas Original 100% | Normal Mulus Fullset,,5,2022-10-21 15:41
zal010694,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-21 12:10
r*****t,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-20 22:19
agusdwipandu,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-20 21:29
vitafatimatushara,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-20 16:50
hendraotolus,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-20 09:34
nurianwar16,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Istimewa🔥,5,2022-10-20 00:23
w*****i,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Bagus pengiriman cepat, lumayan dapet bh 90℅
Semoga lancar lah sampe seterusnya, terimakasih aple house",5,2022-10-19 18:27
nadiya_octavia,Leather Case Silicone For Apple IPhone Original,,5,2022-10-19 15:43
trinur30,Leather Case Silicone For Apple IPhone Original,"Fitur Terbaik:andalan

masuk min,thx",5,2022-10-19 09:25
m*****8,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-18 22:40
d*****3,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-18 20:34
vianseto,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-18 18:20
syairul.nda,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-18 16:32
n*****u,Aksesoris iPhone,,5,2022-10-18 10:18
shiddiqmsd,Aksesoris iPhone,,5,2022-10-17 19:01
ristianhartanto,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-17 15:28
d*****a,Aksesoris iPhone,"Fastcharging sih,cumq ngak knceng kabel ke kepalanee",3,2022-10-17 14:54
danarbagussaputra,Leather Case Silicone For Apple IPhone Original,,5,2022-10-16 11:32
ramadhan_satria73,Leather Case Silicone For Apple IPhone Original,,5,2022-10-15 11:37
s*****1,Leather Case Silicone For Apple IPhone Original,,5,2022-10-14 10:55
m*****2,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-13 15:59
y*****a,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-12 23:18
mita_1234,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-12 22:15
yenyhandayani97,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-11 21:09
l*****2,iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Awalnya ragu beli online, but ga nyangka bgt dapet produk sebagus ini, fisiknya mulus, dapet BH 100 dan udh cek di 3utools belum ada part yang di ganti😍 adminnya juga ramah, meskipun aku banyak tanya tapi di bantu sampe dapet unit ini💖💖💖 thank you!!",5,2022-10-11 16:26
a*****i,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,Alhamdulillah pesanan sampai. Dikirim kemarin hari ini udah diterima. Untuk harga second ini masih mulus ya. Untuk BH dikasih 100%. Terimakasih juga untuk sellernya yang super ramah. Semoga tokonya tetap amanah dan terpecaya ya. Sukses selalu❤️,5,2022-10-11 12:15
panata2,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-10 23:43
rinawati11001,Leather Case Silicone For Apple IPhone Original,,5,2022-10-10 21:40
r*****2,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:baik

goodd",5,2022-10-10 19:34
quizzicalcreative,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,,5,2022-10-09 01:35
hendrawan_1994,iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Barang normal semua.. Lecet bagain kaca belakang tipis"".. sama dent tipis bagian kanan atas.. Masih sangat wajar untuk sekelas hp second.. Good bang.. 
Untuk bagian kamera rapi, ga ada lecet"".. 
Layar juga ok.. Baterai 93% masih bagus..

cuman

Setelah pemakaian 2 minggu sinyal ilang..
Dan proses claimnya 30 hari.. Jadi 30 hari pake wifi only..",2,2022-10-08 18:23
x*****q,Aksesoris iPhone,"Fitur Terbaik:good
Sepadan dengan Harga:good

barangnya bagus tapi lama kirimnya:(",5,2022-10-07 18:19
g*****9,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:baterai health dapet yg 93% omg
Sepadan dengan Harga:iya

Makasih kak udh dikirim dengan pengemasan super aman, pesan kemarin hari ini datang 😍 sudah dicek semuanya juga aman sesuai dengan QC yg ada 😻",5,2022-10-07 16:37
t*****f,Leather Case Silicone For Apple IPhone Original,"Fitur Terbaik:banget
Sepadan dengan Harga:oke

makasih banyak kak,selalu langganan bgt beli iphone di sini soalnya murah dan kualitasnya oke👍🏻",5,2022-10-07 11:11
y*****n,Aksesoris iPhone,,5,2022-10-07 03:25
tieyasetiawati,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Alhamdulillah dapet 95%,5,2022-10-06 18:51
a*****i,iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:bagus
Sepadan dengan Harga:Worth it

Kualitasnya bagus banget, dan harga juga worth it",5,2022-10-06 13:47
devilistiani09,iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET,Sudah beberapa kali beli disini selalu dapat paling mulus..garansi dan customer service sangat informatif 😍😍❤️,5,2022-10-06 12:26
yuniarulfa17,Macbook Air 13'' 2017 8/128GB,"Fitur Terbaik:baik
Sepadan dengan Harga:okee",5,2022-10-06 09:44
i*****9,Aksesoris iPhone,,5,2022-10-05 17:27
saribudin,Accessories,,5,2022-10-05 15:46
kesyaauliaazz,Aksesoris iPhone,,4,2022-10-05 15:09
n.i.e.j.i,Aksesoris iPhone,,5,2022-10-04 15:53
c*****r,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,"Fitur Terbaik:semua baik
Sepadan dengan Harga:iya sepadan banget

Bagus, suka sekali! thanks seller",5,2022-10-03 21:51
wandaawinanda,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-10-03 15:15
mutiazah9229,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-03 10:58
gusti.desi,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Awal nya sih 92 Dari di trima tanggal 17 smpai tanggal 2 berkurang jdi 91 . Untuk cas an nyaa udah ngga bsa di pkai lg pdhal bru bnget sihh untuk kartu sim card ny cman bisa di gunakan untuk  krtu smartfen. Udah diskusi sma servis toko ny cman smpai ini ngga ada kabar jgaa,4,2022-10-02 13:11
elsayudhistari,Split iPhone,,5,2022-10-02 05:37
mandasaarrii,Aksesoris Original,"mohon maaf ini kenapa kok gabisa dipakai ya, di ip ku gamau masuk cas nya, padahal udah aku coba pake kepala charger yg lainnya juga tetep gabisa masuk",1,2022-10-01 19:24
ctx098,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-10-01 13:45
muh.iqbal.jalaluddin,AKSESORIS iPhone ORIGINAL,,5,2022-10-01 07:57
a*****n,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-09-30 14:23
r*****.,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Fungsi normal semua, fisik lecet2 pemakaian wajar tanpa dent. Ada sedikit whitespot tapi ga terlalu ganggu. Fullset tapi tentu saja non-ori semua, mulai dari dus sampe chargernya. Packing sangat aman dgn kayu. Semoga awet, thankyou.",5,2022-09-30 08:44
dedeprasetyo,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-30 07:37
s*****i,Aksesoris Original,"Fitur Terbaik:fast charger
Sepadan dengan Harga:sepadan karen ori (katanya)

Beli lagi karena yang sebelumnya rusak, karena keteledoran sendiri. Overall bagus banget, fast banget kalo ngecas.",5,2022-09-30 07:30
sitiuripah321,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,"Fitur Terbaik:bagus bangett

worth it banget pengiriman juga aman dan cepat pake kayu gtu dan dapet charger ori ny apple layar juga masih bagus overall ok si",5,2022-09-29 15:19
novanacindy11,iPhone Unit Sale,,5,2022-09-29 14:05
kurniawannafi14,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-28 20:52
ctx098,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-28 18:01
r*****k,Aksesoris Original,,5,2022-09-28 16:57
bagusharyosantoso,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Fitur Terbaik:mantap min,5,2022-09-28 13:37
sabaherdiansyah,SPLIT IPHONE SEMARANG,,5,2022-09-28 11:45
a*****_,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,,5,2022-09-27 20:33
qiqiolip,Split iPhone,,5,2022-09-27 11:30
budiprayoga,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-27 02:54
ceningjaya10,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:bagus

Bagus",5,2022-09-26 17:26
p*****5,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-25 17:22
anitadiantazmelinda,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-25 13:58
dhita_boy,iPhone 11 Pro 64GB/256GB Bekas Second Original,Barang baru sampe lg di cek dulu min,5,2022-09-25 12:58
amaliaintan27,iPhone 12 Mini 64GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-25 09:41
outinbeauty,Aksesoris Original,"Fitur Terbaik:terjangkau
Sepadan dengan Harga:murah

Semoga awet, pengiriman cepat dan sesuai pesanan",5,2022-09-25 08:07
e*****h,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,,5,2022-09-24 12:18
adiwijaya108,iPhone Unit Sale,,5,2022-09-23 22:06
e*****a,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Mantap",5,2022-09-23 20:24
,iPhone 12 Mini 64GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-23 16:01
ranikaput,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,2,2022-09-22 09:27
w*****h,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,,5,2022-09-22 02:39
anindyaandara_14,Leather Case Silicone For Apple IPhone Original,,5,2022-09-21 21:48
berry.fashionn,Leather Case Silicone For Apple IPhone Original,,5,2022-09-21 18:49
a*****h,Leather Case Silicone For Apple IPhone Original,,5,2022-09-21 01:48
bintannurlatifah,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-20 13:10
kalisthpaparazi,iPhone 12 Mini 64GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:sangat terbaik semoga awet

terbaik",5,2022-09-19 21:35
pradipta_s,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-19 19:40
c*****u,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-09-19 17:44
mansurjaya_ismail,iPhone 12 Mini 64GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-19 13:22
p*****4,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:mantep banget ini mh
Sepadan dengan Harga:worth it banget banget

Amazing, dapet yg masih mulus rahayu, kondisi batrei masih 100% 😍 the best deh pokoknya beli disini, dulu beli gress disini juga mantep banget👍🏻 amanah terus min, berkah barokah jualan nya",5,2022-09-19 10:21
andhikafernnando,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Mantab,5,2022-09-18 15:52
saifubahrii,Accessories,,5,2022-09-18 13:42
seriana,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Tidak ada signal tepat d pakai ampir 1 bulan,5,2022-09-18 09:10
arifnurrahmad,Leather Case Silicone For Apple IPhone Original,Memuaskan,5,2022-09-17 20:25
m*****h,Split iPhone,Semoga awet dan berkah min,5,2022-09-17 15:29
f*****d,Leather Case Silicone For Apple IPhone Original,,5,2022-09-17 11:31
melitadele,Accessories,,5,2022-09-17 01:28
danicahyo12,iPad 6 32GB/128GB Wifi Only Bekas Original 100% | Normal Mulus Fullset,,5,2022-09-15 18:27
halympdn,Leather Case Silicone For Apple IPhone Original,,5,2022-09-15 08:23
madianap93,AKSESORIS,,5,2022-09-15 07:22
cuore.conscience.arifs19,AKSESORIS iPhone ORIGINAL,,5,2022-09-15 06:38
ameliayunandha,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:teebaik
Sepadan dengan Harga:bagus, Alhamdulillah dapet bh 93%, toko nya amanah, terimakasih 🙏🏻",5,2022-09-14 22:50
clarayunella,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-14 19:27
oktaayu14,Split iPhone,Terimakasih banyak. Sudah sampai semoga awet,5,2022-09-14 17:35
yudhoreaksono,Accessories,,5,2022-09-14 16:46
r*****o,iPhone 13 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,Ada lecet di layar & di belakang.,5,2022-09-14 16:00
resnuhermawan,AKSESORIS iPhone ORIGINAL,,5,2022-09-14 11:29
aji_95.aw,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-09-14 10:16
wulantejos,Leather Case Silicone For Apple IPhone Original,,5,2022-09-13 22:41
d*****a,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Alhamdulillah sudah seminggu dan sejauh ini kondisi baik, sudah pembelian kedua di sini. Semoga yang ini awet seperti pembelian pertama",5,2022-09-13 17:58
binoaldy,AKSESORIS,,5,2022-09-13 15:51
a*****e,iPhone 12 Mini 64GB Bekas Original 100% | NORMAL MULUS FULLSET,"Fitur Terbaik:bagus
Sepadan dengan Harga:bagus

Untuk barang second bagus meskipun ad lecet dikit di camera tpi bagus dan pengiriman juga cepet",5,2022-09-13 14:42
