nama pengguna,produk,review,rating,waktu transaksi
lusiyanadovall,iPhone 8 64 GB Second Original,,5,2022-05-13 10:23
bayusaputraa23,IPhone 11 128 GB Second original,Mantap,5,2022-05-13 08:46
h*****m,iPhone Xr 128 GB Second Original,"Over all gercep semua dri cs sampai ke packing, pengiriman. Cuma yng disayangkan ketika dpt unit trouble, proses returnnya spt belum ada sistem yng terstruktur. Ketika unit sampai toko, masuk nomer antrian brp, ketika di pengiriman juga harus bolak balik tnya no resi. Semoga bisa ditingkatkan lagi!",4,2022-05-13 06:40
tamasss,iPhone 8 64 GB Second Original,"mantap deh iphone nya dapet bh 100 juga, masih mulus bgt paling cmn dent kecil ga keliatan, mantap bgt, imei jg tembus kemenrpin wkwkw, thanks yaaa jordan",5,2022-05-13 03:27
farrelqianu313,LINK SPLIT PAYMENT TIMOHO,,5,2022-05-13 02:08
kiranaputri16_,Iphone 11 Pro 64 GB SECOND ORIGINAL,,5,2022-05-12 20:12
n*****i,iphone 7 Plus 128 GB Second Original,"Maaf baru kasih penilaian, cuman aman kok sampai saat ini. BH pun aman masih selama kurang lebih 19hr ini. Meski masih ada casing belkang yg kek kebuka dan seperti habis di bongkar sih. Semoga aman. Ku kasih bintang 4 dulu yaaa min. 
Ohya respon admin juga baik kok serta tokonya bertanggung jawab.",4,2022-05-12 16:11
vandhiza41,iPhone Xr 64 GB Second Original,Toppppppppp,5,2022-05-12 10:00
zndyz,iPhone Xr 128 GB Second Original,bagusss. admin nya ramah dan sabar bgtt. thank you,5,2022-05-12 04:59
putra_bintang09,IPHONE XS MAX 256 SECOND ORIGINAL,,5,2022-05-12 02:17
anggitprasetyo93,iPhone 11 64 GB Second Original,,5,2022-05-11 17:52
h*****y,IPhone 11 128 GB Second original,,5,2022-05-11 15:07
s*****2,iPhone 11 64 GB Second Original,,5,2022-05-11 14:20
rinrinnf,iPhone X 256 Second Original,,5,2022-05-11 12:20
j*****0,Thermogun,,5,2022-05-11 12:15
nafisasa93,Iphone 7 256 GB Second Original,Semoga awet bismillah,5,2022-05-11 08:01
nafisasa93,Packing Kayu Dan Custom Box Pengiriman,,5,2022-05-11 08:01
d*****n,iPhone 7 128 GB Second Original,,5,2022-05-11 05:52
devinanda02,iPhone X 256 Second Original,"udah pake 3 mingguan alhamdulillah masih berfungsi, dapet bh 91 tapi skrg dah 88 semoga ga turun banyak bangetttt. Unitnya mulus kaya masih baru, ga banyak cacatnya",5,2022-05-10 20:59
tiara_1919,TEMPERED GLASS FOR IPHONE,,5,2022-05-10 15:38
hasdisket,Iphone Xs Max 64 GB SECOND ORIGINAL,Mantap sekali min😍,5,2022-05-10 15:15
ayusmipenta03,iPhone 11 64 GB Second Original,,5,2022-05-10 15:09
oppi_damayana21,iPhone 8 64 GB Second Original,,5,2022-05-10 13:05
thriftsolo_,iPhone Xr 128 GB Second Original,,5,2022-05-10 11:15
v*****3,TEMPERED GLASS FOR IPHONE,,5,2022-05-10 10:28
v*****3,iPhone X 256 Second Original,,5,2022-05-10 10:28
nadyadwitasarii,iPhone 11 64 GB Second Original,,5,2022-05-10 10:14
wawadsetiaji,LINK SPLITPAYMENT GODEAN,,4,2022-05-10 08:58
nisaulmunifah,LINK SPLIT PAYMENT,,5,2022-05-10 08:36
n*****1,IPhone 11 128 GB Second original,,5,2022-05-10 08:20
a*****s,iPhone 8 Plus 256 GB Second Original,Barang bagus pengiriman cepat,5,2022-05-10 08:12
aiskhalishah,Packing Kayu Dan Custom Box Pengiriman,,5,2022-05-10 08:05
aiskhalishah,TEMPERED GLASS FOR IPHONE,,5,2022-05-10 08:05
aiskhalishah,iPhone Xr 128 GB Second Original,,5,2022-05-10 08:05
c*****i,IPHONE 12 128 GB SECOND ORIGINAL,,5,2022-05-10 05:08
widisusanto84,Iphone 11 Pro 64 GB SECOND ORIGINAL,,5,2022-05-09 18:20
n*****_,LINK SPLIT PAYMENT,"Pengiriman cepet banget, packingnya safety, penjualnya juga fastrespon bgt sampai dibantu splitpayment dengan sabar. Pokoknya rekomen bgt",5,2022-05-09 08:35
syahrian18,LINK SPLIT ORDER ONLINE,"Sejauh ini semuanya lancar, semoga aja awet 
Rekomendet sih",5,2022-05-09 07:43
fitarochayati,LINK SPLIT PAYMENT,,5,2022-05-09 07:00
mpirevii,Packing Kayu Dan Custom Box Pengiriman,,5,2022-05-08 23:13
mpirevii,iPhone Xr 128 GB Second Original,,5,2022-05-08 23:13
tinamada1995,iphone 7 Plus 256 GB Second Original,,5,2022-05-08 17:03
lisaerlina27,Thermogun,,5,2022-05-08 16:12
imeldacarolina31,iPhone Xr 64 GB Second Original,,5,2022-05-08 15:18
mahanisnaini,iPhone Xr 128 GB Second Original,,5,2022-05-08 15:01
indrimeiwulan211,iPhone 11 64 GB Second Original,,5,2022-05-08 12:23
umamiumami,iPhone 11 64 GB Second Original,,5,2022-05-08 12:03
_*****s,Thermogun,,5,2022-05-08 11:48
dian_kirana,Iphone 11 Pro 64 GB SECOND ORIGINAL,,5,2022-05-08 09:55
dian_kirana,Packing Kayu Dan Custom Box Pengiriman,,5,2022-05-08 09:55
dannyst017,Iphone 11 Pro 64 GB SECOND ORIGINAL,,5,2022-05-08 09:21
s*****3,iPhone 11 64 GB Second Original,"Dapet bh yg 87%, lama ta pake panas emang kelemahan ip gitu.. sm speaker bawahnya ngga nyala yg kiri touch back double tapnya lama bwt screenshoot.. ada lecet dikit di samping” over all fungsi good.. semoga saja awet ini penilaian stlh qu pake 7hr bh msh di 87, ios 15 jg.. thx seller amanah ya..",5,2022-05-08 09:07
nadjasyakirah,iPhone 11 64 GB Second Original,,5,2022-05-07 21:24
19052013_28312910,Iphone 11 Pro 64 GB SECOND ORIGINAL,,5,2022-05-07 12:18
chrisprasetyoo,iPhone 7 plus 32 GB Second Original,,5,2022-05-07 11:29
riaarays,iPhone X 64 GB Second Original,,5,2022-05-07 08:49
d*****i,IPhone 11 128 GB Second original,"Bagus, produk ori, dapet BHnya 90% tp gpp lah.. semua nya ok.. Semoga awet.. Adminya jg fast respon.. Suka pokoknya..",5,2022-05-07 02:50
2ndriccc,TEMPERED GLASS FOR IPHONE,,5,2022-05-06 22:52
2ndriccc,Silicone Case Premium Full Cover For Iphone,,5,2022-05-06 22:52
imgultom,IPhone 11 128 GB Second original,,5,2022-05-06 22:19
veronandads,iPhone 11 64 GB Second Original,,5,2022-05-06 13:18
yudhanendra44,iPhone 11 64 GB Second Original,,5,2022-05-06 12:43
buona.footwear,iPhone 11 64 GB Second Original,,5,2022-05-06 08:14
mursyiban,Packing Kayu Dan Custom Box Pengiriman,,5,2022-05-05 15:50
mursyiban,IPhone 11 128 GB Second original,,5,2022-05-05 15:50
_acolorfulmess,iPhone Xr 128 GB Second Original,,5,2022-05-05 09:41
r*****a,Applewatch Series 3 38 MM Second Original,,5,2022-05-05 09:09
alexoki97,Thermogun,,5,2022-05-05 08:03
faraumaina16,iPhone X 256 Second Original,,5,2022-05-05 06:33
aarifahmad,Thermogun,,5,2022-05-04 18:09
arsyad123456789.,iPhone Xr 64 GB Second Original,,4,2022-05-04 15:56
mbak_anum,iPhone X 256 Second Original,,5,2022-05-04 14:02
erickoyanuaradityaputra,Earphone Lightning Original,,4,2022-05-03 21:48
mavensstore15,iPhone Xr 128 GB Second Original,Trimakasih kak pelayanan memuaskan barang original mantap.,5,2022-05-03 17:07
k*****0,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-05-03 07:58
zanurizal22,IPhone Xr 256 GB Second Original,,5,2022-05-02 15:15
m*****_,iPhone 8 64 GB Second Original,,5,2022-05-02 15:07
farhandanisworo,IPHONE 11 PRO MAX 64 GB SECOND ORIGINAL LIKE NEW,,5,2022-05-02 12:08
high_fashionly,iPhone Xr 128 GB Second Original,"Dapet bh 93, seller pretty much easy to talk too.",5,2022-05-02 01:14
sophieal11,iPhone 11 64 GB Second Original,,5,2022-05-01 22:04
tonyfaryuli6547,iPhone 11 64 GB Second Original,Sellernya ramah aku ambil di tokonya langsung dapat bh yg 95% kemulusannya keren pokoknya terpercaya,5,2022-05-01 12:36
filladyah,iphone Xs 64 GB Second Original,"Barangnya bagus mulus, battrey jg dipilihkan yg terbaik. Sdh 2x order disini memuaskan",5,2022-05-01 05:02
rikamariana16031999,Thermogun,,5,2022-04-30 21:17
ninaaaaaar,iPhone Xr 64 GB Second Original,,4,2022-04-30 15:03
ocksaaaputra,iPhone Xr 128 GB Second Original,,5,2022-04-30 13:44
ganang11,iPhone 7 32 GB Second Original,,5,2022-04-30 08:28
novenly.tuasuun,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-30 08:00
novenly.tuasuun,iphone 7 Plus 128 GB Second Original,,5,2022-04-30 08:00
salmanasidik,iPhone X 256 Second Original,"Pengirimannya cepet banget, seller juga ga sombong, terima kasih banyak seller 🫢",5,2022-04-30 07:57
yudha_377,iPhone Xr 64 GB Second Original,,5,2022-04-30 07:31
tia.ftr,iPhone Xs 256 GB Second Original,,4,2022-04-30 06:50
adhimiana,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-30 05:27
ozhaprakosa,iPhone Xr 64 GB Second Original,"Produk mantap, respon seller baik. Noo komplain lah pokoknya 😁",5,2022-04-30 01:34
laraasrmdhn,Iphone 11 Pro 64 GB SECOND ORIGINAL,Okk bgtt barangnya. Tp BH ga sesui request. Overall oke,5,2022-04-29 23:55
habrin22,Iphone 6s 64 GB Second Original,,5,2022-04-29 20:56
muflikhah.atsani,iPhone Xr 64 GB Second Original,,5,2022-04-29 11:13
u*****3,iPhone Xr 64 GB Second Original,udah beli kali ke 3 disini sejauh ini alhamdulillah puas tp gemes banget sama ekspedisi sangat sangat lama 🥲,5,2022-04-29 08:38
anasalbustary,iPhone Xs 256 GB Second Original,,5,2022-04-29 08:34
janganbeli.co,IPHONE 12 MINI 128 GB SECOND ORIGINAL,Cakeeeep bangett. Thankss Jordan.! 🥳🥳,5,2022-04-29 08:09
deasrswtt,iPhone 11 64 GB Second Original,,5,2022-04-29 03:22
a*****2,Thermogun,,5,2022-04-28 19:03
a*****t,Iphone 11 Pro 64 GB SECOND ORIGINAL,"pelayanan super duper baikk,terima kasihhh kak🥰",5,2022-04-28 15:47
evi.dwiya,iPhone Xr 128 GB Second Original,"Pengiriman nya cepat, admin nya juga responnya baik. Cekout malam barang sampe hari ini, seneng banget pokoknya 😍😍",5,2022-04-28 11:32
adillashoop18,iPhone Xr 64 GB Second Original,,5,2022-04-28 10:31
adillashoop18,iPhone X 256 Second Original,,5,2022-04-28 10:31
novenly.tuasuun,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-28 10:25
novenly.tuasuun,iPhone X 256 Second Original,,5,2022-04-28 10:25
mufidhatul76,iPhone Xr 128 GB Second Original,,5,2022-04-28 01:49
maratussoimah,iPhone Xs 256 GB Second Original,"Awal datang dapet BH 98% 
Pemakaian 3 hari turun 8% 🥹🥹🥹
Tapi satu minggu kemudian stay di 90%
Semoga awettt untuk ke depannya 
Barang bagus 
Fungsional juga baik",5,2022-04-27 22:16
boosterbeauty25,Iphone 11 Pro 64 GB SECOND ORIGINAL,,5,2022-04-27 21:55
paulina310801,iPhone X 64 GB Second Original,,5,2022-04-27 20:53
2ndriccc,Silicone Case Premium Full Cover For Iphone,,5,2022-04-27 13:47
prazt_lucifer,iPhone X 64 GB Second Original,,5,2022-04-27 12:58
noviitabl,iPhone X 256 Second Original,,5,2022-04-27 10:16
l*****r,iPhone Xr 64 GB Second Original,,5,2022-04-27 06:56
nazasong,iPhone 11 64 GB Second Original,,5,2022-04-27 04:53
ratnawidi.65,iPhone 7 128 GB Second Original,,5,2022-04-27 03:45
lukmanplott,iPhone X 256 Second Original,,5,2022-04-27 03:14
z*****3,IPHONE 11 PRO MAX 256 GB SECOND ORIGINAL,Mantab,5,2022-04-26 14:45
2ndriccc,iPhone Xr 128 GB Second Original,,5,2022-04-26 11:20
n*****a,iPhone Xr 128 GB Second Original,goooooooooooood qualityyyyyyyyyyyyyy sesuai pesanannnnn,5,2022-04-26 08:27
rochmadwidianto,iPhone Xr 64 GB Second Original,,5,2022-04-26 07:15
ayudyatama,Iphone 7 256 GB Second Original,,5,2022-04-25 19:29
untungrohmana875,iPhone X 256 Second Original,,5,2022-04-25 19:08
f*****h,iPhone Xr 64 GB Second Original,"Admin ramah bngt, produk bgus bgt ga nyesel beli di sinni 💫",5,2022-04-25 14:22
febriolanovralita13,Iphone 11 Pro 64 GB SECOND ORIGINAL,,4,2022-04-25 13:20
lien_75.,iPhone Xr 128 GB Second Original,,5,2022-04-25 12:20
laralian,iPhone 8 Plus 256 GB Second Original,"Dapet yang 93% body so so alias lecet pemakaian, tapi selama di pakai gak ada masalah, gak sering panas juga, semua fungsi sampai hari ini normal, kamera seperti yang kita tau oke punya 👍🏻 Tadi juga habis bawa adek beli lgsg ke tempat, tidak mengecewakan selain pelayanan yang lama.",5,2022-04-25 11:38
putriyulia7,iPhone 11 64 GB Second Original,,5,2022-04-25 04:56
putriyulia7,Thermogun,,5,2022-04-25 04:56
arfaniku80,Thermogun,,5,2022-04-24 20:54
arfaniku80,iphone 8 Plus 64 GB Second Original,"produk original semua  , berkualitas, harga terjangkau bisa milih sendiri ke store , admin ramah, terimakasih",5,2022-04-24 20:54
wevialaika,IPHONE 13 128GB SECOND ORIGINAL,"Thank u min, barangnya bener2 mulus like new. Semoga awet🥰🙏🏻",5,2022-04-24 16:32
wevialaika,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-24 16:32
hasribagas,iPhone Xs 256 GB Second Original,,5,2022-04-24 05:39
21mifa,Thermogun,,5,2022-04-24 03:58
rizkyts067,iPhone 11 64 GB Second Original,,5,2022-04-24 00:48
ekobetek,iPhone 8 64 GB Second Original,,5,2022-04-23 11:42
a*****o,TEMPERED GLASS FOR IPHONE,,5,2022-04-23 11:33
a*****o,iPhone Xr 128 GB Second Original,,5,2022-04-23 11:33
y_kris,iPhone Xr 128 GB Second Original,,5,2022-04-23 09:41
chasa.diyah,iPhone 8 64 GB Second Original,"Thank you, semoga awet.
Cuma baru beberapa saat hp dah kerasa agak panas padahal belum mengaktifkan wifi dan apk apapun..",5,2022-04-23 09:37
g*****o,iPhone X 256 Second Original,,5,2022-04-23 09:35
faisalmlk_,IPhone 11 128 GB Second original,Moga awet,5,2022-04-23 04:13
lina_mahendra,iPhone 7 128 GB Second Original,,5,2022-04-23 03:27
shafiqabimantara24,iPhone Xr 64 GB Second Original,aman bgt smpe bekasi. body mulus.admin juga fast respon dan ramah. recomended pokoknya,5,2022-04-22 06:37
royariyanto10,iphone 8 Plus 64 GB Second Original,,5,2022-04-22 01:50
diyahayu130697,iPhone Xr 128 GB Second Original,,5,2022-04-21 17:08
bahittanabiella_,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-21 16:21
rosee12e,iPhone 8 64 GB Second Original,"Alhamdulillah barang udah sampe dengan selamat sentosa, barang terjamin oke bgt, mulus, sesuai requestan wkwk. Makasih admin udah memenuhi requestankuu",5,2022-04-21 12:56
isma_maulida10,Iphone 7 256 GB Second Original,,5,2022-04-21 09:22
lestianganteng123,iPhone 8 64 GB Second Original,,5,2022-04-21 07:08
rollandanggriawan,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-21 03:57
rollandanggriawan,iPhone Xr 128 GB Second Original,,5,2022-04-21 03:57
apriadi32,iPhone Xr 64 GB Second Original,,5,2022-04-20 10:32
anandaramadhani.,iPhone 11 64 GB Second Original,,5,2022-04-20 06:05
chilingmondigir,iPhone Xs 256 GB Second Original,"pertama kali beli hp online, barangnya masih mulus tpi dpat BH nya 86% gppa deh mudah2an ga ada masalah sampai kedepannya",5,2022-04-20 05:31
delapol05,iPhone Xr 128 GB Second Original,"Alhmdllahh pcking aman, tp aga lama di ekspdsi kota ku. Tpii aman kok, admin jg rmah bgttt thnkyouuu🥰🥰🥰🥰🥰🥰🥰",5,2022-04-20 01:00
yuliannanafis06,iPhone X 256 Second Original,"Hpnya masih bagus sih, tapi baru di pakai 2 hari baterai healtnya udah turun dari 94 jadi 92 😌",4,2022-04-19 15:16
withb.stuff,iPhone 8 64 GB Second Original,"Adminnnya gercep dan ramah, dapet bh 100% semoga awet dehh",5,2022-04-19 04:21
salsabilaapmly,Iphone 6s 64 GB Second Original,,5,2022-04-18 23:16
daniode,iPhone Xr 64 GB Second Original,,5,2022-04-18 11:52
adityapermanakusu,Sticker  Apple,,5,2022-04-18 03:36
chrishopbbt,iPhone Xr 128 GB Second Original,,5,2022-04-18 02:36
tarizalmaaaaaa,iPhone 7 plus 32 GB Second Original,"Sampe sejauh ini belum ada masalah sama hp nya, soalnya jarang aku pake juga tp gatau nanti kedepannya gimana hehe",5,2022-04-17 11:31
y*****3,iPhone Xr 128 GB Second Original,,5,2022-04-16 13:23
novitaarenni21,iPhone Xr 64 GB Second Original,bagusss banget,5,2022-04-16 13:16
siti_firda13,IPhone 11 128 GB Second original,,5,2022-04-16 06:57
feronamega10,iphone 7 Plus 128 GB Second Original,"Pelayanan baik, barang jg sesuai",5,2022-04-15 12:31
irkham.abualwi,iPhone X 256 Second Original,,5,2022-04-15 10:53
michael_pangaribuan,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,mantab,5,2022-04-15 09:30
lumiootd,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-15 04:36
lumiootd,TEMPERED GLASS FOR IPHONE,,5,2022-04-15 04:36
lumiootd,iPhone Xr 128 GB Second Original,Thankyou pesanan udah diteria bagus bangetttt mantap😍😍😍😍😍,5,2022-04-15 04:36
n*****a,iPhone Xr 128 GB Second Original,"mantapp pelayanan nya bagus,unit juga bagus, dapat bh yg 88%",5,2022-04-14 10:03
kimberliy30,iphone Xs 64 GB Second Original,"Penilaian selama pemakaian blm seminggu 🙂 Untk ukuran Hp second bagus la ya cuma dibelakang sm atas ad baret dikit tp kalo pake case ketutup kok. Kecewa cuma sm BH yg katanya pas dichat BH nya 95%, pas datang dan awal cek kok 100% seneng dong eh hari ini pas di cek udh jadi 81% 🙂💔",3,2022-04-14 08:59
asraafab,iPhone Xr 128 GB Second Original,"Halo! Saya kasih ulasan jujur ya… semoga bisa bermanfaat 😉CS fast response, Pengiriman baik, Fisik wajar handphone second, ada dent diatas, ada dent di kamera belakang, ada goresan kecil2 di layar lcd. Toko trusted banget. Sebelum kirim diberikan pilihan terlebih dahulu. Terima kasih 😉",4,2022-04-14 05:48
rhlmhdnia,iphone Xs 64 GB Second Original,,5,2022-04-14 02:31
te_ock,iPhone Xr 128 GB Second Original,,5,2022-04-13 17:53
miftahuledo20,Iphone SE 2020 256 GB Second Original,,5,2022-04-13 17:22
putriciavt,iPhone 11 64 GB Second Original,,5,2022-04-13 10:28
risnawulan12,iPhone Xr 64 GB Second Original,,5,2022-04-13 09:28
mahendrabayu20,iphone 7 Plus 128 GB Second Original,,5,2022-04-13 09:11
tio_sugisto,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-13 07:22
dhanyibrahim07,Iphone 6s 64 GB Second Original,barang sudah sampai dengan baik kerenn pokoknya fast respon,5,2022-04-13 04:27
t*****r,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,Batre health 84% semoga awet hpnya,5,2022-04-13 04:25
sitirizkafatma,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-12 20:32
ditaarimurti,IPHONE 6S 16 GB SECOND ORIGINAL,,5,2022-04-12 15:54
haeyaaaaaa,iphone Xs 64 GB Second Original,,5,2022-04-12 12:28
z*****i,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,"Terimakasih JB barang cepet smpai 2 doang,, 
Aman dan sangat Sukak dg produknya 😍😍
Respon penjual juga sangat baik 👍👍",5,2022-04-12 10:41
gilangsuryaatmaja,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-12 09:23
gilangsuryaatmaja,IPhone 11 128 GB Second original,,5,2022-04-12 09:23
pusspito13,iPhone Xr 64 GB Second Original,,5,2022-04-11 20:40
jihanvallent,iPhone Xr 128 GB Second Original,"Pelayanannya ramah bgt ,gercep ,warna coral lucu bgt astaga dpt bh 87% mulus juga xixi semoga kedepanya aman aman aja gada kendala,makaci min mwahh",5,2022-04-11 16:49
s*****8,iPhone 8 64 GB Second Original,,5,2022-04-11 12:23
w*****s,iPhone Xr 64 GB Second Original,"Masih lumayan mulus, recommended and trusted seller 👍",5,2022-04-11 09:08
niningfitriyani62,IPhone 11 128 GB Second original,,5,2022-04-11 08:29
furuichii12,Earphone Lightning Original,,5,2022-04-11 06:13
arsyl01,iPhone Xr 128 GB Second Original,,5,2022-04-10 17:57
f*****o,iPhone 11 64 GB Second Original,"Bagus
Pelayanan oke",5,2022-04-10 16:47
inugg31,Earphone Lightning Original,,5,2022-04-10 08:25
curious.id_,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-10 08:08
nurul_azizah22,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-10 06:02
wahyutrioamungkas,iPhone 8 64 GB Second Original,Barang bagus minus ada goresan didalem lcd tp gabegitu keliatan  kayaknya cuma kotoran nempel aman lahh sukak🙏🏻🙏🏻🙏🏻🙏🏻,5,2022-04-10 05:58
alfredoyogaardiyanta,iphone 8 256 GB SECOND ORIGINAL,"Ok sipp baguss, next time bakalan order lagi",5,2022-04-10 05:04
nada.gloria,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-04-10 03:13
rizqibydhwi27,IPhone 11 128 GB Second original,,5,2022-04-10 02:31
r*****4,iPhone 11 64 GB Second Original,"Muluuus banget, dapet BH 100%. Pelayanan juga ramah banget☺️☺️",5,2022-04-09 17:52
xxx.amp,iPhone Xs 256 GB Second Original,,5,2022-04-09 16:13
n*****i,iPhone 11 64 GB Second Original,"Branag nya sangat memeaskann... selalu recommend kalau beli handphone di jordan corner...
Sukses selalu yaa...",5,2022-04-09 15:08
luluna.sheilamita28,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,"awalnya takut banget karena baru pertama kali beli di marketplace semoga awet, adminnya juga sabar banget terimakasih",5,2022-04-09 15:03
sapnick30,Earphone Lightning Original,,5,2022-04-09 04:37
isnainisugiyantaputri,iPhone Xr 128 GB Second Original,"Produk sangat mulus,respon penjual sangat baik dan sabar,terimakasih jordancorner",5,2022-04-08 21:35
ergian.sha,IPhone 11 128 GB Second original,"Suka banget sama kualitas hp nya, bagus banget. Pelayanannya juga bagus. Next time beli lahi disini, recommended",5,2022-04-08 21:25
vigenruf,IPhone 11 128 GB Second original,,5,2022-04-08 10:42
chairisetiawannading,iPhone 11 64 GB Second Original,"Barang sesuai dengan yang di request, foto barang nanti menyusul",5,2022-04-08 10:37
aditya1412,iPhone Xr 128 GB Second Original,,5,2022-04-07 18:06
nzll_imam,iPhone Xr 64 GB Second Original,Unit mulus bh 90%. Sayang belum ada tg nya aja. Jadi agak beresiko ke baret,5,2022-04-07 14:38
olinebeauty,IPHONE 12 64 Gb Second Original,,5,2022-04-07 07:31
n*****s,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,"Recomended bangeeetttt. Pelayanan Sellernya luar biasa ramah & penjelasannya sangat clearly. Barang sampai dalam keadaan aman, realpict, sesuai request, & mulus. Terpercaya sekaliiiiiiiiii",5,2022-04-07 07:07
r*****a,FAST CHARGING APPLE ORIGINAL BERGARANSI,,5,2022-04-07 05:03
kingznxd,iPhone X 256 Second Original,,5,2022-04-07 04:04
s*****3,Packing Kayu Dan Custom Box Pengiriman,,5,2022-04-06 15:52
s*****3,IPhone 11 128 GB Second original,"Alhamdulillah mendarat dengan baik dan berfungsi dengan normal dan untuk admin nya juga fast respon , terimakasih jordancorner",5,2022-04-06 15:52
yayana77,iPhone Xr 128 GB Second Original,Pengiriman sangat cepat dan aman sudah 2x beli disini tdk mengecewakan,5,2022-04-06 15:38
d*****_,iPhone 8 64 GB Second Original,"Barang bekas tapi kualitas aman kok, kondisi bagus, lumayan dpt batrai baru juga bh 100%, garansi sih paling utama. Semoga ga ada kendala kedepan juga",5,2022-04-06 09:02
dwiwahyupuspitasari23,IPHONE XS MAX 256 SECOND ORIGINAL,"mantap sih ini,recomended",5,2022-04-06 06:52
yrds22,iPhone Xr 128 GB Second Original,"Barang udah sampe min.. 2 hari doang ngirim ke sumatra
Sampai dengan Aman
Barang masih mulus.. admin ramah
Good bangeet, puassss
Makasii kak",5,2022-04-06 02:45
f*****a,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,"Untuk ke2x sya beli disini dan tdk pernah mengecewakan.. respon sales sangat baik, package super aman jadi sya yg Daerahnya jauh tdk perlu khawatir barang sya knapa2 barang tiba tepat waktu, kondisi mesin dan BH sdh di update sales sebelum CO barangnya.. okepunya!",5,2022-04-05 21:39
eurikatika,iPhone 7 plus 32 GB Second Original,,5,2022-04-05 20:34
namiradp11,iPhone 7 32 GB Second Original,,5,2022-04-05 14:36
c*****7,iPhone Xs 256 GB Second Original,,5,2022-04-05 07:24
tirayarimbi.,iPhone Xr 64 GB Second Original,,5,2022-04-04 15:01
rurita_96,iPhone 8 64 GB Second Original,,4,2022-04-04 11:22
suciinrni_,iphone 7 Plus 128 GB Second Original,,5,2022-04-04 11:19
rizamilla,iPhone 7 128 GB Second Original,Makasih kak SpLater sangat membantuu,5,2022-04-04 04:53
dwiapriadi290401,MAGNETIC CASE MAGSAFE,,5,2022-04-03 19:05
dwiapriadi290401,iphone 7 Plus 256 GB Second Original,,5,2022-04-03 19:05
excodyjeans,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,Barabg mantab... cepat sampai... packing aman... semoga cocok,5,2022-04-03 17:06
darissalim95,iPhone Xr 64 GB Second Original,,5,2022-04-02 11:34
sedjumput.id,iPhone X 256 Second Original,,5,2022-04-02 07:08
andreyuliuss,IPhone 11 128 GB Second original,,5,2022-04-01 13:38
tiaraanggra927,Earphone Lightning Original,,4,2022-04-01 11:38
eniagustina22,iPhone 11 64 GB Second Original,"Selalu puas sama jordan corner, udh langganan bertahun2.. thankyouu seller",5,2022-04-01 08:50
a*****m,IPhone 11 128 GB Second original,Terbaik pokoknya ini toko,5,2022-04-01 07:03
ismail_mohds,iPhone 8 64 GB Second Original,,5,2022-04-01 06:09
faridahijrahyani10,iPhone Xr 64 GB Second Original,"kualitas produk sangat baik, produk original, harga produk baik, respon penjual sangat baik, barang bagus, original, adminnya baik banget, pengiriman cepat",5,2022-04-01 05:36
nisaftp,iPhone 7 32 GB Second Original,,5,2022-03-31 17:27
ahadaoctap,iPhone X 64 GB Second Original,,5,2022-03-31 06:51
n*****4,Iphone SE 2020 256 GB Second Original,,5,2022-03-30 15:36
soffymoela28_,iPhone Xr 64 GB Second Original,"Bisa ambil langsung ke toko, cek barang langsung, barang mulus, ori, imei aman mantap",5,2022-03-30 11:24
a*****8,iphone 7 Plus 128 GB Second Original,,5,2022-03-30 10:11
fajarnurich,iPhone Xr 64 GB Second Original,,5,2022-03-30 07:56
akbar_ahmad15,IPHONE 11 PRO MAX 64 GB SECOND ORIGINAL LIKE NEW,,5,2022-03-30 07:03
r*****u,iPhone Xr 128 GB Second Original,"BH 95 
Nice",4,2022-03-30 05:21
d*****e,MAGNETIC CASE MAGSAFE,,5,2022-03-30 04:38
d*****e,Applewatch series 2 38 MM Second Original,,5,2022-03-30 04:38
miftahj0412,iPhone Xr 128 GB Second Original,,5,2022-03-29 12:13
bayuaqnifadhilla,IPhone 11 128 GB Second original,,5,2022-03-29 10:39
litarhamadani27,iPhone 7 plus 32 GB Second Original,,5,2022-03-29 03:17
aurelliaapm12,IPhone 11 128 GB Second original,,5,2022-03-29 02:51
