nama pengguna,produk,review,rating,waktu transaksi
eufrasiafi96,FAST CHARGING SET ORIGINAL,"Barang oke 
Packing pengiriman aman dengan bublewrap tebal 
Tp barang blm dicoba, semoga tidak ada masalah. 
Makasih admin 🙏🏼

Aku update setelah seminggu penggunaan : fast chargingnya bisa, nggakada masalah. 
Rekomended 👍🏽",5,2022-04-05 11:15
yonathantri,iPhone 11 64GB SECOND ORIGINAL,,5,2022-04-05 03:52
n*****_,iPhone XR 128 GB Second ORIGINAL,"Yeay akhirnya dateng jg. Sempet minta tolong ke temen buat cek in unit nya, dipilihin yg paling baikk. Aaaa thankyou🥰",5,2022-04-05 00:52
kuncoroadi,iPhone XS 256 GB SECOND ORIGINAL,Awesome service and good stuff 💕,5,2022-04-04 18:22
n*****_,FAST CHARGING SET ORIGINAL,,5,2022-04-03 22:44
gezaciptaan_,iPhone 11 128GB  SECOND ORIGINAL,,5,2022-04-03 14:36
ariqm32,SPLIT PAYMENT (4),,5,2022-04-03 06:52
o*****f,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,Sejauh ini beli headset baru ini dapet yg bener2 suka bgt,5,2022-04-02 10:12
nurullwells,FAST CHARGING SET ORIGINAL,"Belum dicoba sih tp smoga bneran fast charging,,",5,2022-04-02 07:33
rysdevano,iPhone  5s  SECOND ORIGINAL,,5,2022-04-01 21:12
muvida_ar,IPhone 11  PRO 64GB SECOND ORIGINAL,,5,2022-04-01 11:46
puteraazlansyah,iPhone 5s Second Original,,5,2022-04-01 09:23
imronrosya,iPhone XR 64GB Second ORIGINAL,,4,2022-04-01 02:06
imronrosya,Asuransi JNE,,4,2022-04-01 02:06
n*****s,iPhone XR 128 GB Second ORIGINAL,"Alhamdulillah akhirnya stelah banyak pertimbangan memutuskan utk beli hp via online di sini. Hehehe. Awalnya deg-degan takut gak sesuai, tapi ternyata pas sampe subhanallah mulus bgt. Mana dapet BH diatas 90% lagi. Huhu. Makasih juga buat mimin yg super reponsif dan super sabar pas ditanya. Hehe",5,2022-03-31 06:20
noverassulis,Asuransi JNE,,5,2022-03-31 06:20
laurasinabariba,iPhone 11 128GB  SECOND ORIGINAL,,5,2022-03-31 05:49
wawwa07,Lightning cable Foxconn / kabel iphone,"Kabelnya udah dateng pengirimannya cepet banget, semoga aja awet makasih🥰",5,2022-03-31 00:57
enhyusran0811,iPhone 11 64GB SECOND ORIGINAL,"MasyaAllah terimakasih kak, amanah skli toko ini ❤❤💚",5,2022-03-30 16:12
naa1804,iPhone 5s Second Original,,5,2022-03-29 11:44
dewi.yg,iPhone XR 128 GB Second ORIGINAL,,5,2022-03-29 11:40
__muhamadreza,iPhone XR 64GB Second ORIGINAL,"mulus banget, bh nya 100 ga ngerti lagiiiii. serasa beli baruuuuuu 😭😭🙏🏻",5,2022-03-29 07:58
rizzakingkinprasetyo,iPhone  5s  SECOND ORIGINAL,,5,2022-03-29 07:54
adilamayani,iPhone 11 128GB  SECOND ORIGINAL,,5,2022-03-29 06:15
adilamayani,Asuransi JNE,,5,2022-03-29 06:15
tommyzgt,FAST CHARGING SET ORIGINAL,"Pengemasan standar, pengiriman cepat, packaging standar, barang mantap",5,2022-03-29 01:19
f_ajarrr,iPhone  5s  SECOND ORIGINAL,Nice👍,5,2022-03-27 23:29
n*****3,iPhone XS Max 256GB SECOND ORIGINAL,,5,2022-03-27 06:18
risnaaaaw,iPhone  5s  SECOND ORIGINAL,Nice. Request bh diatas 90 dikasi 100% thank u🥰,5,2022-03-26 23:03
_farrass,iPhone XR 64GB Second ORIGINAL,,5,2022-03-26 10:21
vidhubalavadiamalayas,iPhone 5s Second Original,,5,2022-03-26 07:49
s.a.chris,iPhone 5s Second Original,,5,2022-03-26 05:11
alrayyanfarisqy,iPhone  5s  SECOND ORIGINAL,,4,2022-03-25 15:23
rurifpratiwi,FAST CHARGING SET ORIGINAL,"Paketnya udah sampai, pengiriman juga cepat makasih seller",5,2022-03-25 14:04
rurifpratiwi,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,"Paketnya udah sampai, pengiriman juga cepat makasih seller",5,2022-03-25 14:04
axellamikha,iPhone 8 256GB SECOND ORIGINAL,Mantuuuuulll...masnya juga ramah..,5,2022-03-25 13:23
yuliaintanputri,iPhone 11 64GB SECOND ORIGINAL,Mantap kak 👍,5,2022-03-25 06:25
bbyme34,Lightning cable Foxconn / kabel iphone,,5,2022-03-23 14:14
n*****6,iPhone XR 64GB Second ORIGINAL,"Barang bagus, pengiriman cepat👍",5,2022-03-23 12:40
andhiika__putra,iPhone XR 64GB Second ORIGINAL,,5,2022-03-23 11:17
qotrunnadayyyyy,FAST CHARGING SET ORIGINAL,,5,2022-03-22 13:40
mask.kuyy_,iPhone  5s  SECOND ORIGINAL,,5,2022-03-21 07:15
luthfiyyahika2002,iPhone 5s Second Original,,5,2022-03-21 06:19
elsrs,iPhone 5s Second Original,,5,2022-03-20 22:24
elsrs,iPhone  5s  SECOND ORIGINAL,,5,2022-03-20 22:23
dianfauzanp,FAST CHARGING SET ORIGINAL,,5,2022-03-20 15:53
devidstivenli123,FAST CHARGING SET ORIGINAL,,5,2022-03-20 14:50
s*****i,iPhone 11 256GB SECOND ORIGINAL,,5,2022-03-20 03:16
devidstivenli123,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,,5,2022-03-20 02:31
by.serly,iPhone 8 256GB SECOND ORIGINAL,"Hp nya udah nyampe, kondisinya sangat bagus dan original sesuai pesanan bh 99% sesuai rekues, bisa rikues temperglass juga kalo mau bayar lewat shopeepay.. toko yg rekomend👍👍",5,2022-03-20 01:00
stawbeyiesss,iPhone XR 64GB Second ORIGINAL,Bagus bgtttt,5,2022-03-19 12:20
restu1793,iPhone  5s  SECOND ORIGINAL,Recomended langganan disini. Sayang tdk dibntu pndh data. Harga murah,5,2022-03-17 14:42
indrahadiyanto9991,iPhone 11 64GB SECOND ORIGINAL,,5,2022-03-17 08:03
rhf_store.id,iPhone  5s  SECOND ORIGINAL,,5,2022-03-17 04:27
m*****7,iPhone XR 128 GB Second ORIGINAL,,5,2022-03-16 08:42
kakanadya23,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,Bagus sekalii enak ngbass bgtt,5,2022-03-16 05:26
wahysaputra457,SPLIT PAYMENT (4),,5,2022-03-16 00:57
maulanaichsanh,iPhone 5s Second Original,Pelayanannya sangat bagus dan ramah,5,2022-03-15 11:28
vennookta,iPhone 11 64GB SECOND ORIGINAL,Like new! Pertama kali beli online,5,2022-03-15 11:00
mayawiko,iPhone X 256GB SECOND ORIGINAL,,5,2022-03-14 17:47
tfndaa,iPhone XS 256 GB SECOND ORIGINAL,,5,2022-03-13 15:57
dannyderrent,iPhone XR 64GB Second ORIGINAL,Ini aku repeat order yg kedua kali di toko ini. Jujur puas sih. Barangnya masih mulus banget dan kondisi semua baik. Best!,5,2022-03-13 15:33
jefrizon1995,iPhone 11 64GB SECOND ORIGINAL,,5,2022-03-12 18:23
sulisttiyanto,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,,5,2022-03-12 11:12
simmy.skincare,iPhone 7 Plus 128GB SECOND ORIGINAL,,5,2022-03-12 07:36
elshaskincare,iPhone XS 64GB SECOND ORIGINAL,,5,2022-03-11 15:45
o_abudxy1c,FAST CHARGING SET ORIGINAL,,3,2022-03-11 09:56
imamsyafii.1710,iPhone XR 128 GB Second ORIGINAL,,5,2022-03-11 09:50
dindafridaalfany,iPhone 8 Plus 64GB SECOND ORIGINAL,,5,2022-03-11 04:58
arfnamrz_,iPhone 11 64GB SECOND ORIGINAL,,5,2022-03-11 00:37
octophile2430_,iPhone 11 256GB SECOND ORIGINAL,Pertama kali beli hp ip disini pelayanan adminnya sangat bagus sekali. Kondisi hp dan segala macemnya di info sama mereka sampe beneran yakin milih ip yg diinginkan. Terimakasih ya kak. Semoga selalu tetap seperti ini pelayanannya. Sukses selalu :)💓 *maaf ya ga pake foto. Soalnya hpnya da dipake 😁,5,2022-03-10 15:02
dewisri_,FAST CHARGING SET ORIGINAL,"Sepertinya original ini,, maaciw yaa",5,2022-03-10 09:51
amelia_dewi19,iPhone XS 64GB SECOND ORIGINAL,,5,2022-03-10 09:09
f*****a,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,,5,2022-03-10 08:50
burgerwulan,FAST CHARGING SET ORIGINAL,Barang mantap,5,2022-03-10 06:24
arrizki_rahman,iPhone 7 Plus 128GB SECOND ORIGINAL,,4,2022-03-09 15:05
chintiafiia,iPhone  5s  SECOND ORIGINAL,,5,2022-03-09 11:13
icaannisa1,iPhone XR 64GB Second ORIGINAL,,5,2022-03-09 08:08
stephanusds,iPhone 5s Second Original,"Mantaaappp terima kasih seller, sudah mau menjawab semua pertanyaan hehe
Semoga selalu sukses, Semangat terus
Tuhan memberkati",5,2022-03-08 12:26
annisare,iPhone  5s  SECOND ORIGINAL,,5,2022-03-08 02:14
whitetruffle,FAST CHARGING SET ORIGINAL,,5,2022-03-07 15:11
icaannisa1,iPhone 11 64GB SECOND ORIGINAL,,5,2022-03-07 14:48
stevanianie,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,,5,2022-03-07 09:27
j*****8,iPhone 11 64GB SECOND ORIGINAL,,5,2022-03-05 04:22
febrikurniiawan,FAST CHARGING SET ORIGINAL,"Baranya okee bnget,pengecasa cepatt👍👍👍👍",5,2022-03-04 11:34
alinoctavia,iPhone 5s Second Original,,5,2022-03-03 23:37
ashabj,iPhone  5s  SECOND ORIGINAL,Good seller👍,5,2022-03-03 22:08
satriopurnom,iPhone 5s Second Original,,5,2022-03-03 10:11
wild.faith,iPhone 7 Plus 128GB SECOND ORIGINAL,"Thank you boskuu. Barang ok, original, mantap pokoknya, rekomended si tokonya. Thank you ya 🔥",5,2022-03-03 04:45
kenzieameera,iPhone 5s Second Original,mantab fast response,5,2022-03-02 01:04
anandatiwie,iPhone 5s Second Original,,5,2022-03-01 15:09
c*****a,iPhone XR 64GB Second ORIGINAL,"Salut sama responnya yang super cepet banget, trusted karena berani videoin condi barang dan infoin detail barangnya, nanya nanya malem, deal pagi dan co, dan sekian menit sampe, penyelamat untuk urgent kerjaan😭 packing aman, kelengkapan aman, barang sesuai, makasi kak",5,2022-03-01 14:53
arasshafa,iPhone XS 256 GB SECOND ORIGINAL,,5,2022-03-01 14:26
achiariani,FAST CHARGING SET ORIGINAL,"Belum dicoba, mudah2an awet 😊",5,2022-03-01 14:04
dickyrivaldi14,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,pesen lewat jam 3 tp ttp lgsg sampai ☺️,5,2022-03-01 05:53
micha3l.,FAST CHARGING SET ORIGINAL,,5,2022-02-28 06:19
a*****i,Headset iPhone lightning untuk iPhone 7/8/X/XS/XR/11/12,Barangnya udah samapai headsetnya udh aku coba jadi dan suaranya sesuai sama harganya mantap,4,2022-02-28 05:28
a*****i,Lightning cable Foxconn / kabel iphone,Barangnya udah samapai kualitasnya baik sesuai sama harganya tadi di coba jadi makasih ya min,4,2022-02-28 05:28
winuhuyanan,FAST CHARGING SET ORIGINAL,,5,2022-02-28 01:42
liaa.aprl,iPhone 5s Second Original,,4,2022-02-27 16:29
rahmad_syarif12,iPhone 5s Second Original,,5,2022-02-27 12:19
rnurroby,iPhone 5s Second Original,"Oriii, kelengkapan acc non ori, mulus 97-98%
Usahakan ygy setelah beli, lebeih bagus membeli cas ori, karena bh bisa mudah turun",5,2022-02-27 12:18
