nama pengguna,produk,review,rating,waktu transaksi
rewidee.ss,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-21 12:10
luanju,SPLITPAYMENT AJA,"Jarang"" nih dpt ipad di appelhouse .. thankyou mimin",5,2022-05-21 11:42
q*****k,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-21 09:29
ruthfelicia.s,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-05-21 07:51
miftahul.mjannah,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Pelayanannya baik barang mulus batre health nya tinggi terima kasih,5,2022-05-21 07:41
hemalianti12,Leather Case Silicone For Apple IPhone Original,,5,2022-05-21 07:04
elinadianad,SPLITPAYMENT AJA,,5,2022-05-21 06:25
a*****f,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,pengalaman pertama beli HP second secara online dan bener2 puas sama toko ini bener2 amanah dikasih original bahkan sudah di update ke ios terbaru walaupun saya pesen yg silver tapi yang dateng space gray but its okay tho malah lebih bagus ternyata Terimakasih adminnya juga sabar bgt,5,2022-05-21 04:19
fdrcksgnrn,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-20 12:51
ebypramudyaliyata,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Saran aja.. kalau ada perubahan pengiriman tolong d konfirmasi ke pembeli.. biar tdk jadi miskomunikasi dan barang bisa sesuai spek yg d pesan🙏🏻,5,2022-05-20 11:24
difastaauliaa,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Barang bagus realpict sesuai di foto pengiriman cepat packing aman,5,2022-05-20 10:04
ucennnn,Leather Case Silicone For Apple IPhone Original,,5,2022-05-20 09:41
toko_ibrahim1,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Berfungsi dengan Baik,4,2022-05-20 02:55
fahryzazam,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-20 01:39
detyarizqimaldini,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Mulus , adminnya sabar bgt :’) tapi ini box nya ori gak sih ? Kalo aksesoris jelas bukan",4,2022-05-19 18:02
ikaatristianti,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Alhamdulillah nyampe dengan selamat wlpun dikirimnya warna Hitam pgnnya putih karna sold .. di kasih bh 94% . Lecet dikit bgd,5,2022-05-19 14:15
rayiputrirahmita_,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-19 12:20
etalaseku,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Barang okeee, mungkin ada 1 yg aku cek di 3utools ga “hijau”, di rare camera, may be changed, kalau pernah ganti tapi pakai kamera ori sih gapapa, harapannya begitu, btw tq yaaa. Semoga makin sukses Appelhouse",5,2022-05-19 10:28
lalaaaaaeee,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-19 06:58
egin_,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,oke,5,2022-05-19 04:49
melinifdewi,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Bagussss !! Dpet bh 88 tp mulusssss🥺❤️,5,2022-05-19 01:02
iko_53,Leather Case Silicone For Apple IPhone Original,,5,2022-05-18 22:03
s*****1,SPLITPAYMENT AJA,"Barang bagus istimewa , mantapp",5,2022-05-18 12:15
oshjjh77,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Barang sampai dengan aman, paking aman
Bhnya dpt 86% ahlamdulillah dapat barang yg bagus gak ada lecet samsek, cuma pengirimanya lama bgt, admin dichat juga rama tapi sayang agak lama kalo bales 2-3 jaman baru bales chat, dicheck semua juga alhamdulillah aman imei terdaftar 
Semoga toko tetep amanah",5,2022-05-18 11:43
selpirahayu03,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Pembelian ke 4, overall selama 3th pake hp dri applehouse aman2 aj",5,2022-05-18 11:03
t*****d,SPLITPAYMENT AJA,,5,2022-05-18 11:02
r*****i,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Mantap barangnya like new bgt 😍 2x beli di apllehouse selalu puas.. trimakasih apllehouse bh dpt 92%,5,2022-05-18 10:28
zeniadinda,SPLITPAYMENT AJA,,5,2022-05-18 07:47
februardi,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-18 07:28
agstnsanty,SPLITPAYMENT AJA,,5,2022-05-18 06:14
yunifatmawati1991,AKSESORIS,,5,2022-05-18 05:29
pradipta_bagaskara13,AKSESORIS,,5,2022-05-17 15:37
dinaauliya.,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Barang diterima, sempat ada kendala tapi alhamdulillah pelayanannya memuaskan 🫡😁",5,2022-05-17 14:39
ruskisdayati,Leather Case Silicone For Apple IPhone Original,,5,2022-05-17 12:35
a*****n,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Dapet BH 91 Mantap.,5,2022-05-17 10:34
ventilastuff,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-05-17 10:02
ostonkeo25,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,"Barang bagus seperti baru,dapat BH 92 %",5,2022-05-17 09:47
hanungindrihapsari,AKSESORIS,,5,2022-05-17 09:21
cahyowulandari,AKSESORIS,,5,2022-05-17 07:28
7rh1zgo4uf,iPhone 13 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,"Barang 100% bagus , gak nyesal beli barang di store ini.",5,2022-05-17 01:29
ppppooppppppp,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-05-16 07:55
adzkia261020,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Bagus dan cepat sampai,5,2022-05-16 06:12
y*****r,tempered glass for iphone,,5,2022-05-16 04:08
y*****r,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-16 04:08
ichahulya,Leather Case Silicone For Apple IPhone Original,,5,2022-05-16 02:04
rendra.pra,SPLITPAYMENT AJA,,5,2022-05-16 01:22
bin_toeo,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,Barangnya bagus.... Imei terdaftar,5,2022-05-15 12:22
revyyosiarti25,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-05-15 11:19
dewikurniasih012,iPhone XS Max 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-15 11:11
s*****_,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,pengiriman cepat aman menggunakan paking kayu mantap pokoknya,5,2022-05-15 10:39
akhmadnajib74,AKSESORIS,,5,2022-05-15 10:32
komarjullyan,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-15 09:20
ivansopandi09,iPad Mini 5 64GB WiFi Only Bekas Original 100% | Normal Mulus Fullset,Nice,5,2022-05-15 08:44
meryputripermatasari,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Mantap lah. Mkasih min di kasih bh 90% 😍,5,2022-05-15 05:34
u*****a,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Lecet dikit bagian samping,5,2022-05-14 15:06
ayurias31,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Bagus banget, hp nya tidak ada yg cacat, semuanya oke terlihat baru dan dikasih BH 99%,mantab gak nyesel beli disini , thank youu☺️",5,2022-05-14 08:57
waniyanuwarniib,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Pengirimannya lumayan  cepat..... cuman kita pesan warna hijau datangnya warna hitam....,5,2022-05-14 08:51
p*****a,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Okee muluss baguss bh 86% not bad, admin nya ramah banget terimakasih",5,2022-05-14 08:48
retma14,AKSESORIS,,5,2022-05-14 08:15
aisyahiis29,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Sudah diterima dengan baik. Pengiriman cepat, produk berfungsi normal semuanya. 
Dapat yang Battery Healthnya 88% tp gpp masih aman kok.awet banget.",5,2022-05-14 06:29
hatimahapril,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"masyaallahhh mimin nya baik bgt, packing nya jg aman🥰 yg black dapet Bh 90% body muluss,  yg green belum tau karna buat hadiah semoga ga zonk🥰",5,2022-05-14 05:39
ekapras,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Ini adalah orderan ke 3 saya ditoko ini, dan agak kecewa karena respon admin lambat, pengiriman lambat dan yg paling mengecewakan barang yg dikirim warnanya tidak sesuai dengan pesanan, tp alhamdulillah barang bagus, BH 90%

Semoga kedepannya bisa lebih baik buat pelayanannya

Maaf bintang 4 aja ya",4,2022-05-14 04:02
tantecarol_,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,3,2022-05-13 16:26
outhriftapik,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-05-13 15:21
kiki_malindo,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,3,2022-05-13 14:49
limitaquatic,SPLITPAYMENT AJA,,5,2022-05-13 11:45
mycancerbreeze,SPLITPAYMENT AJA,"Packing pake kayu, jadi aman banget. Hpnya mulus dan kondisinya juga masih bagus. Semua masih berfungsi dengan sangat baik. BH dapet yang 90%, sesuai permintaan.",5,2022-05-13 10:28
adstech27,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-13 07:06
ajie_illank,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Alhamdulillah barang nya sudah sampai dengan selamat Terimakasih,5,2022-05-13 03:57
rendyranggayudha,Leather Case Silicone For Apple IPhone Original,,5,2022-05-13 01:51
k*****i,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"alhamdulillah udah pembelian kesekian kali di apple house, pelayanannya di store maupun di shopee baik banget, super duper ramah adminnya. dan kualitas hp nya dijamin bagus banget. battery health nya udah pasti 90% keatas. pokonya topp",5,2022-05-12 23:12
sqorina,LAPAK KHUSUS SPLITPAYMENT IPHONE,,5,2022-05-12 14:50
vanyangelicas,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-05-12 14:44
anidafatwa07,AKSESORIS,,5,2022-05-12 13:36
thea117,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,sip,5,2022-05-12 12:59
s*****2,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-12 11:11
t*****7,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-12 10:16
evafatmasyarif,AKSESORIS,,5,2022-05-12 09:36
iin.prstyn,SPLITPAYMENT AJA,,5,2022-05-12 09:25
t*****g,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Sangat menyesal beli disini, di carger tidk bisa penuh, lcd juga bekas lem kaya habis di ganti lcd huff 😔",1,2022-05-12 08:38
goleksepokat24,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-12 07:54
nuryonitasari,SPLITPAYMENT AJA,,5,2022-05-12 06:51
dimassyahputra16,AKSESORIS,good,5,2022-05-12 06:45
kulsum13,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Pesan warna hitam dateng warna merah,3,2022-05-12 05:44
ammbarooo,tempered glass for iphone,,5,2022-05-12 05:14
a*****o,iPhone XS Max 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-12 05:14
r*****_,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"di area power button berasa pernah di buka, tapi gappa, makasih bh nya masih 96%",4,2022-05-12 05:04
alizahanum_,AKSESORIS,,5,2022-05-12 04:56
a*****5,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-12 04:21
hasan087834465151,SPLITPAYMENT AJA,,5,2022-05-12 03:46
dimasppp___,SPLITPAYMENT AJA,,5,2022-05-12 01:34
dinaary33,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-11 23:53
ginayuh2001,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-11 18:28
luthfiadzana,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-05-11 12:02
luckysky_tech,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-11 12:00
f*****n,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Sesuai pesanan 👍,5,2022-05-11 10:44
nurfadila1808,SPLITPAYMENT AJA,Sejauh ini masih aman ya kak,5,2022-05-11 10:01
u*****i,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-11 08:43
putriag_,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Layarnya sudah banyak baret nya overall semua bagus,4,2022-05-11 08:16
dewiidn,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-11 07:29
panduajiwijaya8,AKSESORIS,,5,2022-05-11 06:34
natha_94,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Terimakasih paket telah sampai .. puas banget ..,5,2022-05-11 06:28
d*****h,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Pesennya ijo yang dateng ungu, tpi emng udh tak ksih warna cadangan ungu berarti ijo nya abis🥲
Semoga barangnya awet kek punyaku 8+ juga bli disini🥰🥰",4,2022-05-10 22:54
s*****t,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Mantap dapet battery health 87%. Makasih gan 🙏🏻,5,2022-05-10 16:55
a*****e,Leather Case Silicone For Apple IPhone Original,,5,2022-05-10 14:28
windiraangelirdwita,SPLITPAYMENT AJA,,5,2022-05-10 13:42
tiaricaa28_,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-10 11:26
emma15,Leather Case Silicone For Apple IPhone Original,,5,2022-05-10 11:09
aulia170794,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-10 10:22
a*****_,AKSESORIS,,5,2022-05-10 08:14
chylabu,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Masyaallah di kasih yg bagus sama admin nya,pengiriman cepat dan amanah🙏🏻",5,2022-05-10 07:23
alvinraka,AKSESORIS,,5,2022-05-10 06:39
bitnascarf,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-10 04:47
irnaakp,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-10 02:28
ilham_setyawan23,SPLITPAYMENT AJA,,5,2022-05-10 02:14
dewiserly070,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-10 01:08
aisyatulirbah,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Mantap beli hp disini yg kedua kalinya selalu tidak mengecewakan bakal langganan disini karna percaya beli iphone cuma sama applehouse 🥰❤️‍🔥❤️‍🔥,5,2022-05-10 00:49
d*****a,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"hp nya tibatiba tidak berfungsi dengan baik,baru satu hari nyampe langsung rusak",2,2022-05-10 00:09
rizkysuryadi94,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-09 22:32
d*****m,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,semua control aman hanya saja hp gampang panas dlam penggunaan beberapa menit,5,2022-05-09 19:19
bararaharja,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-09 16:38
smart_gadget_store,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"barang mulus, bh 88% msih bagus, smoga awet",5,2022-05-09 14:30
w*****4,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Alhamdulilah cepet bgt nyampe nya ... sekarang baru kasih penilaian karna nunggu pemakaian beberapa hari.. barang menurut aku bagus dpt bh 87% pemakaian bberapa hari tidak turun... semua ori .. tadinya pesen warna putih krna habis di ganti hitam ... suka bgt 🥰,5,2022-05-09 08:11
salmaazizah11,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-09 07:51
di5iizt_tn,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Saya pesen warna putih kenapa datang warna merah dan tidak ada konfirmasi sebelum.nya,5,2022-05-09 07:45
ejj9f3cr_w,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-09 07:11
anatriana09,AKSESORIS,,5,2022-05-09 06:42
t*****s,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Seminggu pemakaian bh ny udh turun 4 . Mulanya 87 . Duuuh,3,2022-05-09 06:08
armayogas,AKSESORIS,,5,2022-05-09 05:40
aristanur,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-09 05:24
vallenograha,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-05-09 05:00
nela.anggraini,SPLITPAYMENT KHUSUS,,5,2022-05-08 23:55
hesty_69,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-08 22:39
vryskaaptr_,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-08 14:13
galihnihbosss,AKSESORIS,,5,2022-05-08 12:43
desi.haswita1992,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-08 11:30
ndangblonjo_,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-08 11:07
dimasitom45,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-08 10:28
arindy.luqman,AKSESORIS,,5,2022-05-08 10:19
naurazza,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-08 09:41
s*****7,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Alhamdulillah bodynya mulus bgt like new dapet BH 84 persen
Pengiriman aman bgt pake packing kayu smpe susah lek mbuka
Terima kasih banyak appel house",5,2022-05-08 06:46
j*****d,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Dapat lecet kecil disudut hp, kendala kemarin baterai engk terisi",4,2022-05-08 05:11
rindani_03,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,,4,2022-05-08 00:43
marwanasmoro2,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Untuk HP sudah sampai alhamdulillah,untuk battray bagus 100%HB nya,hp mulus tidak ada lecet cuman saya order warna gold tapi yang datang warna hitam. Untuk charger Hp tidak berfungsi,tidak ada anti gores,chasing juga tidak di kasih,semoga awet hp nya ka ini udah saya pakai sekitar 4 harian aman",5,2022-05-07 19:41
yosisetiyanto,AKSESORIS,,5,2022-05-07 15:32
juliantibombang,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-07 14:02
f*****l,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Packing aman pake banget
Request yg body masih mulus beneran dikasi body mulus bangett 99%
Admin responsif di shopee di instagramnya juga
Dapet BH 95% puas banget

Overall 9,8/10
Thankyouuu 🙏",5,2022-05-07 13:12
zanamalva98,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-07 12:20
claudiatfrancm,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,1,2022-05-07 11:11
febyfebriano,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-07 06:15
sisca.arzenta75,Leather Case Silicone For Apple IPhone Original,,5,2022-05-07 05:59
ghanesawinner,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Pokoknya terbaik lah. Kondisi barang sangat mulus dan gk nyangka dapat battery health nya 95%. Thank u min,5,2022-05-07 00:13
ssanggasaputra,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-06 14:59
yuninurafia21,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-06 13:57
a*****8,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-06 11:50
teodorus.diko,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Ada harga ada barang 
Pengalaman berbelanja gawai secara online yang menyenangkan 
Amanah dan terpercaya❤️❤️❤️",5,2022-05-06 06:46
mikkkeeellll,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-06 01:51
cheaic,SPLITPAYMENT AJA,,5,2022-05-06 00:29
evatriana86,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-05 18:03
panca_wardana29,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-05 07:33
christoveryovita,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-05 07:14
johnoktavian,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Udah paling bener beli di sini mantab,5,2022-05-05 04:32
septinur555,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Pengiriman cepat dan packing pake kayu jadi sangat aman , hp nya ga ada masalah reques bh diatas 90 dikasih 93 baru seminggu pemakaian baru turun 1 , ga kecewa sih belanja di appelhouse Store❤️",5,2022-05-05 00:23
valentinafebirezki,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Ip 11 128 hitam, fisik 97% bh dpt 89% 
Semoga awet",5,2022-05-04 16:25
ehhhsiapatuh,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,kaka nya yang cewek kemaren ramah baik semoga panjang umur sehat selalu,5,2022-05-04 16:14
pradipta_bagaskara13,Leather Case Silicone For Apple IPhone Original,,5,2022-05-04 08:07
diskadewanti,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Paketnyaa dikemas dengan amann banget, pakai kayu terus jugaa device nya sesuai sama harapan, semuanyaa masih baguss. Like new bangett devicenyaa pokoknyaa love deh ❤️‍🔥🥳✨",5,2022-05-04 04:49
nadyamagfirah15,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Bagus bangeettt, seneng bgt datangnya BH nya masih 95% cuma sayang agak sedikit lecet tp gpp deh",5,2022-05-04 00:40
maassalamah1997,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-04 00:06
a*****8,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-03 19:20
prillygunawan,AKSESORIS,,5,2022-05-03 15:34
prillygunawan,iPhone 13 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,"Terima kasih✨🙏🏼 dapet battery health nya 100%, body nya juga mulus, barangnya di packing kayu + bubble wrap juga dalamnya👍 keep it up seller✨",5,2022-05-03 15:34
dendy198,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Barang mulus , sayang dapet bh 87% 
Padahal udah req yang 90 🥲",5,2022-05-03 14:37
dishy.store,iPhone XS Max 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Terima kasih kak barang sesuai dengan gambar, isinya aman, dapat bh 89% , body no minus",5,2022-05-03 14:25
rudinurbiantoro10,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-03 13:50
yosisetiyanto,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-03 09:21
w*****i,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Alhamdulillah dpt unit yg fisik nya mulus 9999% terimakasih apple house store🤗🤗🤗🤗,5,2022-05-03 06:09
irnasugiarti21,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-03 04:48
whytirana_,AKSESORIS,bagus,4,2022-05-03 04:12
riopermadi123,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,bagus cuman dapet bh 86.. tapi gpp walaupun acesorisnya ga seperti yg di tumnail,5,2022-05-03 03:28
n*****8,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,"pertama kali tau apple house di jogja dan pernah beli di store puas banget sehingga percaya saat melakukan pembelian secara online karna ada garansi fungsional dan jaringan, pelayanan ramah dan menjawab semua pertanyaan pelanggan",5,2022-05-02 16:01
renno_reynaldi,tempered glass for iphone,,5,2022-05-02 12:50
renno_reynaldi,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Recomended store untuk beli iphone. Di kasi yg bagus, BH nya oke dikasi yg 95% dgn garansi sebulan. Garansi jaringan lifetime. Mantap",5,2022-05-02 12:50
daffataehyung,Leather Case Silicone For Apple IPhone Original,,5,2022-05-02 12:42
elldwi,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Barang muluss, no cacat, pengemasan baik
Baterai 86%. No problem.",5,2022-05-02 04:03
